speed,super,age,gender,veg,exercise,muscle,stress
284.0163659758263,1,35.04700419700812,0,1,0.17156605829501514,3.210959418904088,4.865223375551036
294.51451820822325,1,40.74680103193832,1,1,0.3132119174625081,1.383547685620602,2.5704283007673965
288.27302224271887,0,12.821279160368334,0,1,4.630668336565098,7.0135650564267635,7.342691473050015
327.46446230943786,0,19.76833246594174,0,1,8.631793692523411,9.819551931192734,3.9809516658236976
318.57171149685973,0,19.40202927060632,1,1,8.32981150685756,5.649146365745215,3.7435212372619686
318.0192056416875,1,48.047960412322176,0,1,4.642814573104835,4.038094609217824,1.3821784671600967
319.9123732977016,1,49.112941857548776,0,0,9.141189494312421,4.113255574376664,3.355179239089683
337.1042902176115,0,33.07857941380037,0,1,8.583406774405685,7.540873646703421,0.766259686572055
338.2331584205454,1,12.705370033085487,0,1,2.4458330186241106,8.503872221510653,0.38042818015360025
286.26040630088966,1,36.5636675368355,1,1,5.648577609562507,3.2995886235868497,7.707153186956194
321.809883529828,1,35.51751485685148,0,1,3.893367193439634,4.705990355287062,1.1619604300691344
305.0790619826173,0,24.194428780034464,0,1,6.582455269170417,5.9965658893194265,4.640999784814349
320.4066530667324,0,37.78281660880923,1,0,8.125764223400598,0.6147753036704828,0.227834417265671
285.03066335978076,1,60.66597165432387,1,1,5.32207887981272,9.043186678762762,9.819634265479744
285.09061550978106,1,56.3353279604153,1,1,0.5489488112297092,5.696258576360132,5.882259660366607
317.40195027607723,1,50.37743846700624,0,1,0.24258575652005843,8.89960252756241,1.6686670466753073
295.06534991622453,0,49.6537881317832,1,1,4.210215543519041,1.8451421744527763,2.6700949226548265
294.87368661507566,0,23.913692077759073,0,1,6.413703863509957,4.006172396824802,5.288163350916992
271.5961821686301,0,20.256484967969346,1,1,8.375405179131764,0.37976388661330907,8.95541410921991
342.9340174232087,0,18.946641146931555,1,1,9.313613224382074,8.919761121665193,1.822331429971833
334.06792363150055,1,56.25123752898081,1,1,5.713488594978503,8.331604635622584,1.6386898863211974
323.6090906342245,0,18.272523746272732,1,1,8.854515923492679,7.263686659412043,3.9988686686429977
318.9430497205747,1,41.07276216998398,1,1,1.7746397742811437,7.499560674494158,2.284644239062775
300.3122154233273,0,33.24548614420282,1,1,7.299813615393067,4.022403125401642,5.008597415453209
257.5397286439012,1,61.42156934118219,1,0,1.520887591211082,0.19696490359224605,8.066029138266206
333.8222850658403,1,53.56658331736067,1,1,6.570418818629142,6.989980836915509,1.5129400767786505
278.8239948192983,1,32.343924116233666,0,1,7.482973297562881,0.028670708010531953,7.891363341322242
271.21116209819036,1,45.48082840552777,0,1,0.1719700058735718,1.6993902676792116,5.918094000137481
300.80694385957344,1,21.963721499290344,1,1,8.259640154122584,0.9990953359415311,5.911348250173826
331.55178693471555,0,22.06586889501548,0,1,6.83332633824449,8.534497722758141,1.7035496332593347
295.1553245259939,0,24.76747493125165,0,1,6.120803404433613,7.460393693778247,6.793238960720766
325.5537144662017,1,41.73029520545549,0,1,3.1361842334678283,9.55275484318088,2.3350458687372067
296.57500473655824,0,40.74879002704696,1,1,0.13303425847748684,8.909022277039428,4.222938694720462
268.2890952132675,1,61.52516328306463,1,1,0.7649472162772608,5.436785004060828,8.509969743146982
308.1941814163911,0,25.103073425697104,0,1,9.353057793577692,7.020879735780346,5.97982483165735
293.7470668418547,1,35.85275475514022,1,1,0.8803340494659195,5.139265418270286,5.014012476387716
316.7802347995789,1,29.587264462551943,1,0,7.684627486495824,8.238903400786672,6.327024004161649
302.3971938466766,0,38.306623998617546,0,1,5.626201627452529,7.056000861428372,4.655893974843118
298.1343589775613,1,30.79421027534075,1,1,7.616510502092759,1.7784868516966024,6.156648342509689
290.374762661706,0,22.986760951899182,1,1,0.012675603607770203,8.734691610736009,5.69266104242131
275.7965744574674,0,29.471729205803694,0,1,7.457205420149913,6.289915683655446,9.923003621708538
272.2980980942527,0,27.22639130613656,0,1,6.611792877561959,3.489323164352547,8.773187922378774
303.99429028338034,1,54.55414258727606,0,0,0.6272757293919062,1.8308405824961071,0.3759089330299592
327.4477831079952,0,8.678717433698843,0,1,5.942279587111392,8.154023177015446,2.190679481694459
285.921618802022,1,8.997161363615367,1,1,1.9987059422138587,4.636358076826901,7.533603101168117
303.7448111583298,0,47.91563520344004,0,1,8.829755532697266,4.855052076240324,4.646261616285838
269.5289801717358,0,38.85603366442561,0,1,8.67895028433436,3.7072316135710226,9.997167305337415
282.5886238350692,1,52.0170033107807,0,1,6.861629638458609,6.696200615005252,9.601854340798273
329.26116746706185,1,31.40358559067527,0,1,4.198094587045925,6.329956421436513,1.0195652461417015
293.83523605188935,0,9.576141530663854,0,1,0.6460118261919467,3.6781487641166946,2.8641712550222254
294.18059373635015,1,26.761360245860516,1,1,8.226058368390152,5.034385966280431,8.849833475449216
309.7396656755491,0,11.63115752108702,1,1,9.360659976370263,9.776692019511147,8.049019533454377
272.8808566082184,1,55.96742502567175,0,1,0.22794188090839773,3.7447979842086534,6.286013046898367
273.76544806483156,1,45.37787113864476,1,1,3.0027763212724503,4.1950274752347045,8.638770487116972
292.2648457580429,1,51.23683427603458,1,1,9.266550324013634,5.8851189359291745,9.333298146830128
311.99822165832757,1,64.89406054570331,1,1,1.329995584051702,7.690416718576415,2.532149958566041
305.1036027888207,1,63.78796148613489,0,1,7.772027295237541,3.3163465898453124,4.227706497209066
332.50173485155364,0,27.178365763792982,1,1,9.835266447798505,4.765208274002265,1.4635181964278976
272.462750509344,1,31.751550607450437,1,1,4.891942498693222,2.3813591134218317,9.325402229546478
302.9252783719118,0,44.26593912207741,0,1,8.902101746101561,4.851036355574971,4.883868089634273
